nr;datum;Nederlands;Grieks;woordsoort;nota;thema
1489;2025-04-29;buurman;(ο) γείτονας - (οι) γείτονες;znw.;;relaties, converseren
1490;2025-04-29;mijn ouders;οι γονείς μου;znw. groep;;relaties, converseren
1491;2025-04-29;Aegina;η Αίγινα;plaatsnaam;;geografie, cultuur
1492;2025-04-29;mijn baby;το μωρό μου;znw. groep;;relaties, converseren
1493;2025-04-29;(volks)markt;(η) λαϊκή (αγορά) - (οι) λαϊκές (αγορές);znw. groep;;voedsel, dingen
1494;2025-04-29;tennissen;παίζω τένις;ww. groep;;sport, maatschappij
1495;2025-04-29;fruit;(τα) φρούτα;znw.;;voedsel, dingen
1496;2025-04-29;groenten;(τα) λαχανικά;znw.;;voedsel, dingen
1497;2025-04-29;sla;(το) μαρούλι - (τα) μαρούλια;znw.;;voedsel, dingen
1498;2025-04-29;ui;(το) κρεμμύδι - (τα) κρεμμύδια;znw.;;voedsel, dingen
;;;Δε συμφωνώ!;;;
;;;Πότε έχεις τα γενέθλιά σου;;;;
;;;Έχω τα γενέθλιά μου το χειμώνα τον Ιανουάριο.;;;
1499;2025-04-29;olijf;(η) ελιά - (οι) ελιές;znw.;;voedsel, dingen
1500;2025-04-29;komkommer;(το) αγγούρι - (τα) αγγούρια;znw.;;voedsel, dingen
1501;2025-04-29;knoflook;(το) σκόρδο;znw.;;voedsel, dingen
1502;2025-04-29;We hebben en zeggen …;Έχουμε και λέμε …;zin;aan het begin van een opsomming;converseren, uitdrukkingen
;;;(η) ζωή;;;
;;;Αμέ!;;;
;;;Δεν το πιστεύω!;;;
1503;2025-04-29;(het) hoofd schudden， knikken (nee/ja);κουνάω το κεφάλι (μου/σου/του/κτλ);ww. groep;;relaties, converseren
1504;2025-04-29;Zeg eens …， Vertel eens …;Για πες μου …， Δε μου λες …;zin;;converseren, uitdrukkingen
1505;2025-04-29;groenteboer;(ο) μανάβης - (οι) μανάβηδες;znw.;;voedsel, dingen
1506;2025-04-29;haan;¹(ο) κόκορας - (οι) κόκορες ²(ο) πετεινός - (οι) πετεινοί;znw.;;dieren, natuur
1507;2025-04-29;Neem!， Neemt!;Πάρε!， Πάρτε!;zin;;converseren, uitdrukkingen
1508;2025-04-29;tomaten voor salade;ντομάτες για σαλάτα;znw. groep;;voedsel, dingen
1509;2025-05-06;(Maar zorg ervoor) Dat ze goed zijn!;Αλλά να είναι καλές!;zin;;converseren, uitdrukkingen
1510;2025-05-06;zich bevinden;βρίσκομαι;ww.;;grammatica
1511;2025-05-06;vinden;βρίσκω;ww.;;grammatica
1512;2025-05-06;optillen;σηκώνω;ww.;;grammatica
1513;2025-05-06;zich wassen;πλένομαι - πλένεσαι, πλένεται, πλενόμαστε, πλένεστε, πλένονται;ww.;;lichaam, behoeftes
1514;2025-05-06;wassen;πλένω;ww.;;grammatica
1515;2025-05-06;kleden;ντύνω;ww.;;kleding, behoeftes
1516;2025-05-06;zich opmaken， schminken;βάφομαι - βάφεσαι, βάφεται, βαφόμαστε, βάφεστε, βάφονται;ww.;;lichaam, behoeftes
1517;2025-05-06;schilderen， verven;βάφω - βάφεις, βάφει, βάφουμε, βάφετε, βάφουν;ww.;;lichaam, behoeftes
1518;2025-05-06;zich scheren;ξυρίζομαι - ξυρίζεσαι, ξυρίζεται, ξυρίζόμαστε, ξυρίζεστε, ξυρίζονται;ww.;;grammatica
1519;2025-05-06;scheren;ξυρίζω;ww.;;grammatica
1520;2025-05-06;zich herinneren;θυμάμαι - θυμάσαι, θυμάται, θυμόμαστε, θυμάστε, θυμούνται;ww.;+ acc.， ότι/πως/να;filosofie, cultuur
1521;2025-05-06;spijt hebben， het spijt me;λυπάμαι - λυπάσαι, λυπάται, λυπόμαστε, λυπάστε, λυπούνται;ww.;;emoties, behoeftes
1522;2025-05-06;bang zijn (voor)， vrezen;φοβάμαι - φοβάσαι, φοβάται, φοβόμαστε, φοβάστε, φοβούνται;ww.;+ acc.， ότι/πως/να;emoties, behoeftes
1523;2025-05-06;zich kammen;χτενίζομαι - χτενίζεσαι, χτενίζεται, χτενιζόμαστε, χτενίζεστε, χτενίζονται;ww.;;grammatica
1524;2025-05-06;komen;έρχομαι - έρχεσαι, έρχεται, έρχομαστε, έρχεστε, έρχονται;ww.;;reizen, routines
1525;2025-05-06;zitten;κάθομαι - κάθεσαι, κάθεται, καθόμαστε, κάθεστε, κάθονται;ww.;;grammatica
1526;2025-05-06;voelen;αισθάνομαι - αισθάνεσαι, αισθάνεται, αισθανόμαστε, αισθάνεστε, αισθάνονται;ww.;;emoties, behoeftes
1527;2025-05-06;nodig hebben， behoefte hebben aan;χρειάζομαι - χρειάζεσαι, χρειάζεται, χρειαζόμαστε, χρειάζεστε, χρειάζονται;ww. groep;+ acc.， ότι/πως/να;grammatica
1528;2025-05-06;moe worden;κουράζομαι - κουράζεσαι, κουράζεται, κουραζόμαστε, κουράζεστε, κουράζονται;ww. groep;;emoties, behoeftes
1529;2025-05-06;warm worden;ζεσταίνομαι - ζεσταίνεσαι, ζεσταίνεται, ζεσταινόμαστε, ζεσταίνεστε, ζεσταίνονται;ww. groep;;natuur
1530;2025-05-06;¹de toekomst ²toekomstige tijd， futurum;(ο) μέλλοντας;znw.;;grammatica
1531;2025-05-06;vanavond;απόψε;bijw.;;kalender, meten
1532;2025-05-06;overmorgen;μεθαύριο;bijw.;;kalender, meten
1533;2025-05-06;volgend jaar;του χρόνου;bijw.;;kalender, meten
1534;2025-05-06;over twee jaar;σε δύο χρόνια;bijw.;;kalender, meten
1535;2025-05-06;komend(e) (bijv. week, jaar)， aanstaand(e);ερχόμενος -η -ο;bnw.;;kalender, meten
1536;2025-05-06;per vliegtuig;αεροπορικώς;bijw.;;reizen, routines
1537;2025-03-25, 2025-05-06;pasta;¹(τα) ζυμαρικά ²(η) πάστα - (οι) πάστες;znw.;;voedsel, dingen
1538;2025-05-06;film;¹(η) ταινία ²(το) έργο ³(το) φιλμ;znw.;;cultuur
1539;2025-05-06;Ik werk niet meer.;Δεν δουλεύω πια.;zin;;beroepen, maatschappij
1540;2025-05-06;collega;(ο/η) συνάδελφος - (οι) συνάδελφοι;znw.;;beroepen, maatschappij
1541;2025-05-06;licht;(το) φως - (τα) φώτα;znw.;;filosofie, cultuur
1542;2025-05-06;mijn familie;η οικογένειά μου;znw. groep;;relaties, converseren
1543;2025-05-06;Sla dan rechtsaf.;Στρίψε δεξιά μετά.;zin;;reizen, routines
1544;2025-05-06;Op je gezondheid!;(Στην υ)γεία σου!;uitdr.;;converseren, uitdrukkingen
1545;2025-05-06;voor ons;για μας;zin;;relaties, converseren
1546;2025-05-06;gezondheid;(η) υγεία;znw.;;lichaam, behoeftes
1547;2025-05-06;wk (weekend);ΣΚ (= ‘σουκου’ < Σαββατοκύριακο);znw. (afk.);informeel;kalender, meten
1548;2025-05-06;anderhalf (uur, etc.);μιάμιση (ώρα);telw.;;hoeveelheden, meten
1549;2025-05-06;tweeënhalf;δυόμισι;telw.;;hoeveelheden, meten
1550;2025-05-06;drieënhalf;τρεισήμισι;telw.;;hoeveelheden, meten
1551;2025-05-06;wafels;οι βάφλες;znw.;;voedsel, dingen
1552;2025-05-06;overheerlijk;πεντανόστιμος -η -ο;bnw.;;voedsel, dingen
1553;2025-05-06;pauze;(η) διακοπή;znw.;;kalender, meten
1554;2025-05-06;vakantie;(οι) διακοπές;znw.;;kalender, meten
;;;παώ διακοπές;;;
;;;μαζί;;;
1555;;Heb je een vriend?;Έχεις φίλο;;zin;;relaties, converseren
1556;;Heb je een vriendin?;Έχεις φίλη;;zin;;relaties, converseren
1557;;Heb je een partner?;Έχεις σύντροφο;;zin;;relaties, converseren
1558;;Heb je kinderen?;Έχεις παιδιά;;zin;;relaties, converseren
1559;;Heb je broers?;Έχεις αδελφούς;;zin;;relaties, converseren
1560;;drie jaar geleden;πριν τρία χρόνια;bijw.;;kalender, meten
1561;;over drie jaar;σε τρία χρόνια;bijw.;;kalender, meten
1562;;volgende week;την άλλη εβδομάδα;bijw.;;kalender, meten
1563;;We spreken elkaar nog.;Θα τα πούμε.;zin;uidtr.;converseren
1564;;sinaasappellimonade;(η) πορτοκαλάδα;znw.;zoals Orangina;voedsel, dingen
1565;;limonade;(η) λεμονάδα;znw.;;voedsel, dingen
1566;;molen;(ο) μύλος;znw.;;dingen
1567;;muzikant;(ο) μουσικός;znw.;;beroepen, maatschappij
1568;;envelop;(ο) φάκελος - (οι) φάκελοι;znw.;;dingen
1569;;theezakje;(το) φακελάκι;znw.;;voedsel, dingen
1570;;rek;(το) ράφι;znw.;;winkelen, routines
;;;(το) πιατάκι;;;
1571;;kopjes;(τα) φλιτζάνια;znw.;mv.;voedsel, dingen
1572;;lade， schuif;(το) συρτάρι;znw.;;dingen
;;;(το) κουταλάκι;;;
1573;;wandrek;(η) ραφιέρα τοίχου;znw. groep;;dingen
1574;;keukenrek;(η) ραφιέρα κουζίνας;znw. groep;;dingen
1575;;afdruiprek;(η) πιατοθήκη;znw.;;dingen
1576;;gehaktballetjes in tomatensaus;(τα) σουτζουκάκια;znw.;mv.;voedsel, dingen
1577;;haai;(ο) καρχαρίας;znw.;;dieren, natuur
1578;;¹kneden ²polijsten;γαλίζω;ww.;;grammatica
1579;;suikerkoekjes;(τα) ζάχαροκουλουράκια;znw.;mv.;voedsel, dingen
1580;;plaats;(το) μέρος;znw.;;natuur
1581;;voor het eerst zien;πρωτοβλέπω;ww.;;relaties, converseren
1582;;verwarmen;ζεσταίνω;ww.;;grammatica
1583;;arm;φτωχός -ή -ό;bnw.;;emoties, behoeftes
1584;;klacht， weeklacht， pijn;(το) παράπονο;znw.;;emoties, behoeftes
1585;;vorst， vrieskou;(η) παγωνιά;znw.;;natuur
1586;;bitter;πικρός -ή -ό;bnw.;;voedsel, dingen
1587;;verloren;χαμένος -η -ο;bnw.;;emoties, behoeftes
1588;;leeg;άδειος -α -ο;bnw.;;dingen
1589;;¹liedteksten ²verzen;(οι) στίχοι;znw.;mv.;muziek, cultuur
1590;;¹binnenplaats ²tuin;(η) αυλή;znw.;;geografie, cultuur
1591;;in het midden van de binnenplaats;στην μέση της αυλής;zin;;geografie, cultuur
1592;;vlees;(το) κρέας;znw.;;voedsel, dingen
1593;;ongezouten;ανάλατος -η -ο;bnw.;;voedsel, dingen
1594;;kruiden;(τα) μπαχαρικά;znw.;mv.;voedsel, dingen
1595;;boter;(το) βούτυρο;znw.;;voedsel, dingen
1596;;peulvruchten;(τα) όσπρια;znw.;mv.;voedsel, dingen
1597;;begeleiden;συνοδεύω;ww.;;grammatica
1598;;schaken， schaak spelen;παίζω σκάκι;ww. groep;;tijd, meten
1599;;kalfsvlees;(το) μοσχαράκι;znw.;;voedsel, dingen
1600;;vliegen;(οι) μύγες;znw.;mv.;dieren, natuur
1601;;zuigen;ρουφάω;ww.;;grammatica
1602;;kauwen;μασάω;ww.;;grammatica
1603;;kleine vliegjes;(τα) μυγάκια;znw.;mv.;dieren, natuur
1604;;Doe niets!， Doe geen moeite!;Μην κάνεις τίποτα!;uitdr.;;converseren, uitdrukkingen
1605;;stemhebbende medeklinker;(το) ηχηρό σύμφωνο;znw. groep;;grammatica
1606;;ik;εγώ;vnw.;;grammatica
1607;;jij;εσύ;vnw.;;grammatica
1608;;hij, zij, het;αυτός -ή -ό;vnw.;;grammatica
1609;;wij;εμείς;vnw.;;grammatica
1610;;jullie， u;εσείς;vnw.;;grammatica
1611;;zij (meervoud);αυτοί -ές -ά;vnw.;;grammatica
1612;;Ik dank u!;Se eυχαριστώ!;ww.;uitdr.;converseren, uitdrukkingen
1613;;slavernij;(η) δουλεία;znw.;;maatschappij
1614;;Ik weet niet dat ik van je hou.;Δεν ξέρω που/ότι σ' αγαπώ.;zin;;emoties, behoeftes
1615;;De vier seizoenen van het jaar zijn de lente, de zomer, de herfst en de winter.;Οι τέσσερις εποχές του χρόνου είναι η άνοιξη, το καλοκαίρι, το φθινόπωρο και ο χειμώνας.;zin;;kalender, meten
1616;;de ezel balkt;το γαϊδούρι γκαρίζει;zin;;dieren, natuur
1617;;ooit (verleden)， destijds， eens， soms (in bevestigingen);κάποτε;bijw.;;kalender, meten
1618;;¹nooit (met ontkenning) ²ooit? (in vragen);ποτέ (;);bijw.;;kalender, meten
1619;2025-02-25;wandelen;περπατάω - περπατάς, περπατάει, περπατάμε, περπατάτε, περπατάνε;ww.;;grammatica
1620;;de tafel afruimen;σηκώνω το τραπέζι;ww. groep;;voedsel, dingen
1621;2025-04-22;jij staat op;σηκώνεσαι;ww.;;grammatica
1622;2025-05-06;ik zal komen (είμαι);θα είμαι, θα είσαι, θα είναι, θα είμαστε, θα είσαστε (είστε), θα είναι;ww.;t.t.;grammatica
1623;2025-05-06;ik zal zien (βλέπω);θα δω, θα δεις, θα δει, θα δούμε, θα δείτε, θα δουν;ww.;t.t.;grammatica
1624;2025-05-06;ik zal gaan (πηγαίνω, πάω);θα πάω, θα πας, θα πάει, θα πάμε, θα πάτε, θα πάνε;ww.;t.t.;grammatica
1625;2025-05-06;ik zal doen/maken (κάνω);θα κάνω, θα κάνεις, θα κάνει, θα κάνουμε, θα κάνετε, θα κάνουν;ww.;t.t.;grammatica
1626;2025-05-06;ik zal eten (τρώω);θα φάω, θα φάς, θα φάει, θα φάμε, θα φάτε, θα φάνε;ww.;t.t.;grammatica
1627;2025-05-06;ik zal (terg)keren (γυρίζω);θα γυρίσω, θα γυρίσεις, θα γυρίσει, θα γυρίσουμε, θα γυρίσετε, θα γυρίσουν;ww.;t.t.;grammatica
1628;2025-05-06;aoristus (werkwoordstijd);ο αόριστος;znw.;grammaticale term;grammatica
1629;2025-05-06;ik was (είμαι);ήμουν, ήσουν, ήταν, ήμαστε, ήσαστε, ήταν;ww.;v.t.t. (aor.);grammatica
1630;2025-05-06;ik deed (κάνω);έκανα, έκανες, έκανε, κάναμε, κάνατε, έκαναν (κάνανε);ww.;v.t.t. (aor.);grammatica
1631;2025-05-06;ik zag (βλέπω);είδα, είδες, είδε, είδαμε, είδατε, είδαν;ww.;v.t.t. (aor.);grammatica
1632;2025-05-06;Veni, vidi, vici. (Ik kwam, ik zag, ik overwon.);Πήγα, είδα, νίκησα.;zin;uitdr.;cultuur
1633;2025-05-06;ik at (τρώω);έφαγα, έφαγες, έφαγε, φάγαμε, φάγατε, έφαγαν (φάγανε);ww.;v.t.t. (aor.);grammatica
1634;2025-05-06;ik ging (πηγαίνω, πάω);πήγα, πήγες, πήγε, πήγαμε, πήγατε, πήγαν;ww.;v.t.t. (aor.);grammatica
1635;2025-05-06;ik keerde (γυρίζω);γύρισα, γύρισες, γύρισε, γυρίσαμε, γυρίσατε, γύρισαν;ww.;v.t.t. (aor.);grammatica
1636;2025-05-26;klant， cliënt;(ο) πελάτης;znw.;;beroepen, winkelen, maatschappij, routines
1637;2025-05-26;klant (vrouw)， cliënte;(η) πελάτισσα;znw.;;beroepen, winkelen, maatschappij, routines
1638;2025-05-26;cafébaas;(ο) καφετζής;znw.;;beroepen, voedsel, maatschappij, dingen
1639;2025-05-26;ober;(ο) σερβιτόρος;znw.;;beroepen, voedsel, maatschappij, dingen
;;;το μπουκάλι κρασί;;;
1640;2025-05-26;toerist;(ο) τουρίστας;znw.;;reizen, maatschappij, routines
1641;2025-05-26;voorbijganger;(ο) περαστικός;znw.;;maatschappij, reizen, routines
1642;2025-05-26;werknemer;(ο) υπάλληλος;znw.;;beroepen, maatschappij
1643;2025-05-26;verkoper;(ο) πωλητής;znw.;;beroepen, winkelen, maatschappij, routines
1644;2025-05-26;dagelijkse routine;καθημερινή ρουτίνα;zin;;converseren
1645;2025-05-26;Ik word elke ochtend om zeven uur wakker en drink een koffie.;Ξυπνάω κάθε πρωί στις εφτά και πίνω έναν καφέ.;zin;;voedsel, dingen
1646;2025-05-26;Ik was mijn gezicht en drink een warme koffie in de keuken.;Πλένω το πρόσωπό μου και πίνω έναν ζεστό καφέ στην κουζίνα.;zin;;voedsel, dingen
1647;2025-05-26;Na het ontbijt lees ik een beetje voordat ik aan het werk ga.;Μετά το πρωινό, διαβάζω λίγο πριν ξεκινήσω τη δουλειά.;zin;;tijd, meten
1648;2025-05-26;We wandelen samen en praten over het leven.;Περπατάμε μαζί και μιλάμε για τη ζωή.;zin;;relaties, tijd, converseren, meten
1649;2025-05-26;We voelen ons gelukkig.;Νιώθουμε χαρούμενοι.;zin;;emoties, behoeftes
1650;2025-05-26;Een klein hondje rent om ons heen.;Ένα μικρό σκυλάκι τρέχει γύρω μας;zin;;dieren, natuur
1651;2025-05-26;We lachen hard.;Γελάμε δυνατά.;zin;;emoties, behoeftes
1652;2025-05-26;Daarna pak ik mijn fiets en ga ik naar het park.;Μετά, παίρνω το ποδήλατό μου και πηγαίνω στο πάρκο.;zin;;reizen, routines
1653;2025-05-26;Ik werk elke dag vele uren op de computer.;Δουλεύω στον υπολογιστή για πολλές ώρες κάθε μέρα.;zin;;beroepen, tijd, maatschappij, meten
1654;2025-05-26;Tussen de middag kook ik of bestel ik iets te eten.;Το μεσημέρι μαγειρεύω ή παραγγέλνω κάτι να φάω.;zin;;voedsel, dingen
1655;2025-05-26;Tussen de middag zitten we op een bankje.;Το μεσημέρι καθόμαστε σε ένα παγκάκι;zin;;converseren
1656;2025-05-26;In de namiddag maak ik een wandeling in mijn buurt.;Το απόγευμα κάνω έναν περίπατο στη γειτονιά μου.;zin;;converseren
1657;2025-05-26;’s Avonds kijk ik een film of lees ik een boek voor het slapengaan.;Το βράδυ βλέπω μια ταινία ή διαβάζω ένα βιβλίο πριν κοιμηθώ.;zin;;converseren
1658;2025-05-26;Probeer deze zinnen te lezen en te begrijpen.;Προσπάθησε να διαβάσεις και να καταλάβεις αυτές τις φράσεις.;zin;;converseren
1659;2025-05-26;Voor we weggaan zeg ik: “Ik vond het erg leuk je te zien!”;Πριν φύγουμε, λέω: «Χάρηκα πολύ που σε είδα!»;zin;;relaties, converseren
1660;2025-05-26;Ik ook! Laten we elkaar snel weer spreken!;Κι εγώ! Να τα ξαναπούμε σύντομα!;zin;;relaties, converseren
1661;2025-05-26;Als je fouten maakt, verbeter ik je graag!;Αν κάνεις λάθη, θα σε διορθώσω με χαρά!;zin;;tijd, meten
1662;2025-05-26;Als je wilt, kun je me vertellen wat ze betekenen.;Αν θες, μπορείς να μου πεις τι σημαίνουν;zin;;converseren
1663;2025-05-26;in de supermarkt;στο σούπερ-μάρκετ;zin;;winkelen, voedsel, routines, dingen
1664;2025-05-26;Ik wil een lekker diner koken.;Θέλω να μαγειρέψω ένα νόστιμο δείπνο.;zin;;voedsel, converseren, dingen
1665;2025-05-26;Ik pak mijn winkelwagentje en ga naar binnen.;Παίρνω το καρότσι μου και μπαίνω μέσα.;zin;;winkelen, routines
1666;2025-05-26;Eerst ga ik naar het fruit, daarna vind ik groenten.;Πρώτα πηγαίνω στα φρούτα, Μετά, βρίσκω λαχανικά;zin;;voedsel, winkelen, dingen, routines
