ID	Συχνότητα (Frequency)	‰	CEF level	Λήμμα (Lemma)	Πολυλεκτικό σύνολο (MWE)	Μέρος του Λόγου (Part of speech)	Μετάφραση (Translation)	Σχόλια μεταφραστή (Translator's comments)			
	0	0	C2	λεκιάζω		Ρήμα					
	0	0	C2	λεκτικός		Επίθετο					
	0	0	C2	λεμονάδα		Ουσιαστικό					
4362	971	0,016902639	C1	λεμόνι		Ουσιαστικό					
	0	0	C2	λεμονιά		Ουσιαστικό					
269	19120	0,332830542	A1	λέξη	λέξη-κλειδί	Ουσιαστικό, Έκφραση					
3014	1597	0,027799706	B2	λεξικό		Ουσιαστικό					
4286	1000	0,017407455	C1	λεξιλόγιο		Ουσιαστικό					
581	10460	0,182081981	A1	λεπτό		Ουσιαστικό					
1249	4825	0,083990971	A2	λεπτομέρεια		Ουσιαστικό					
3882	1138	0,019809684	B2	λεπτομερής		Επίθετο					
5616	0	0	C2	λεπτομερώς		Επίρρημα					
2127	2510	0,043692712	B1	λεπτός		Επίθετο					
	0	0	C2	λερωμένος		Επίθετο					
2933	1649	0,028704894	B2	λέσχη		Ουσιαστικό					
	0	0	C2	λευκορωσικός		Επίθετο					
974	6330	0,110189191	A2	λευκός		Επίθετο					
1105	5477	0,095340632	A2	λεφτά		Ουσιαστικό					
	0	0	C2	λέω		Ρήμα					
2408	2137	0,037199732	B1	λεωφορείο		Ουσιαστικό					
3837	1150	0,020018573	B2	λεωφόρος		Ουσιαστικό					
2917	1659	0,028878968	B1	λήγω		Ρήμα					
5380	582	0,014278717	C2	λήμμα		Ουσιαστικό					
2570	1975	0,034379724	B1	λήξη		Ουσιαστικό					
5438	517	0,012684015	C2	ληστεία		Ουσιαστικό					
	0	0	C2	ληστεύω		Ρήμα					
	0	0	C2	ληστής		Ουσιαστικό					
1557	3800	0,06614833	A2	λήψη		Ουσιαστικό					
	0	0	C2	λιακάδα		Ουσιαστικό					
5013	786	0,016723404	C2	λιανικός		Επίθετο					
5425	534	0,013101091	C2	λιβάδι		Ουσιαστικό					
3459	1329	0,023134508	B2	λιγάκι		Επίρρημα					
171	26613	0,463264604	A1	λίγος		Επίθετο					
5652	0	0	C2	λιγότερος		Επίθετο					
1321	4527	0,078803549	A2	λιμάνι		Ουσιαστικό					
5045	779	0,013560408	C2	λιμένας		Ουσιαστικό					
1802	3182	0,055390522	A2	λίμνη		Ουσιαστικό					
5844	0	0	C2	λιμνούλα		Ουσιαστικό					
5134	759	0,013212258	C2	λιοντάρι		Ουσιαστικό					
4064	1075	0,018713014	C1	λιπαρός		Επίθετο					
2887	1685	0,029331562	B1	λίπος		Ουσιαστικό					
	0	0	C2	λιπόσαρκος		Επίθετο					
4139	1052	0,018312643	C1	λίρα		Ουσιαστικό					
1409	4241	0,073825017	A2	λίστα		Ουσιαστικό					
5189	743	0,015808511	C2	λιτότητα		Ουσιαστικό					
3390	1369	0,023830806	B2	λίτρο		Ουσιαστικό					
2748	1797	0,031281197	B1	λιώνω		Ρήμα					
5890	0	0	C2	λογαριάζω		Ρήμα					
1265	4741	0,082528745	A2	λογαριασμός		Ουσιαστικό					
5599	0	0	C2	λόγια		Ουσιαστικό					
4446	940	0,02	C1	λογικά		Επίρρημα					
960	6427	0,111877714	A1	λογική		Ουσιαστικό					
3129	1522	0,032382979	B2	λογικό		Ουσιαστικό					
809	7494	0,130451469	A1	λογικός,-ή,-ό		Επίθετο					
2141	2492	0,043379378	B1	λόγιος		Επίθετο					
1302	4590	0,079900219	A2	λογισμικό		Ουσιαστικό					
5628	0	0	C2	λογιστής		Ουσιαστικό					
3392	1365	0,029042553	B2	λογιστική		Ουσιαστικό					
4161	1045	0,018190791	C1	λογιστικός		Επίθετο					
	0	0	C2	λογοκρίνω		Ρήμα					
	0	0	C2	λογοκρισία		Ουσιαστικό					
72	54504	0,948775935	A1	λόγος		Ουσιαστικό					
1735	3321	0,057810159	A2	λογοτεχνία		Ουσιαστικό					
2694	1846	0,032134162	B1	λογοτεχνικός		Επίθετο					
228	21270	0,370256571	A1	λόγω		Πρόθεση					
3517	1297	0,022577469	B2	λοίμωξη		Ουσιαστικό					
133	32308	0,562400061	A1	λοιπόν		Σύνδεσμος					
1514	3933	0,068463521	A2	λοιπός		Επίθετο					
	0	0	C2	λοξά		Επίρρημα					
				λοξός		Επίθετο					
	0	0	C2	λοταρία		Ουσιαστικό					
	0	0	C2	λουκάνικο		Ουσιαστικό					
2044	2665	0,046390868	B1	λουλούδι		Ουσιαστικό					
3805	1165	0,020279685	B2	λουτρό		Ουσιαστικό					
5915	0	0	C2	λοφίσκος		Ουσιαστικό					
2623	1922	0,033457129	B1	λόφος		Ουσιαστικό					
1862	3051	0,053110146	A2	λύκειο		Ουσιαστικό					
3011	1600	0,027851928	B2	λύκος		Ουσιαστικό					
1235	4896	0,0852269	A2	λύνω		Ρήμα					
3389	1369	0,02912766	B2	λυπάμαι, λυπούμαι		Ρήμα					
3273	1434	0,024962291	B2	λύπη		Ουσιαστικό					
5659	0	0	C2	λυπημένος		Επίθετο					
439	13012	0,226505806	A1	λύση		Ουσιαστικό					
4594	897	0,015614487	C1	λωρίδα		Ουσιαστικό					
	0	0	C2	μ.μ.		Συντομογραφία/σύντμηση					
298	17812	0,310061591	A1	μα		Μόριο					
1850	3078	0,053580147	A2	μαγαζί		Ουσιαστικό					
3069	1556	0,027086	B2	μαγεία		Ουσιαστικό					
	0	0	C2	μάγειρας		Ουσιαστικό					
	0	0	C2	μαγείρεμα		Ουσιαστικό					
3486	1315	0,022890804	B2	μαγειρεύω		Ρήμα					
4391	959	0,016693749	C1	μαγειρικός		Επίθετο					
1984	2759	0,048027169	B1	μαγικός		Επίθετο					
	0	0	C2	μαγιό		Ουσιαστικό					
5184	744	0,012951147	C2	μάγισσα		Ουσιαστικό					
	0	0	C2	μαγκώνω		Ρήμα					
2932	1649	0,028704894	B2	μαγνητικός		Επίθετο					
3667	1226	0,02134154	B2	μάγος		Ουσιαστικό					
5422	536	0,013150158	C2	μάγουλο		Ουσιαστικό					
1596	3687	0,064181287	A2	μάζα		Ουσιαστικό					
	0	0	C2	μαζεύομαι		Ρήμα					
1008	6121	0,106551033	A2	μαζεύω		Ρήμα					
115	35896	0,62485801	A1	μαζί	μαζί με, μαζί μου	Επίρρημα					
5503	0	0	C2	μαζικά		Επίρρημα					
1322	4515	0,07859466	A2	μαζικός		Επίθετο					
236	20604	0,358663206	A1	μαθαίνω		Ρήμα					
429	13183	0,229482481	A1	μάθημα		Ουσιαστικό					
1781	3234	0,05629571	A2	μαθηματικά		Ουσιαστικό					
2405	2139	0,037234547	B1	μαθηματικός		Επίθετο					
2959	1633	0,028426374	B2	μάθηση		Ουσιαστικό					
5802	0	0	C2	μαθητευόμενος		Μετοχή					
535	11278	0,196321279	A1	μαθητής		Ουσιαστικό, Έκφραση					
5373	588	0,01442592	C2	μαθητικός		Επίθετο					
	0	0	C2	μαιζονέτα		Ουσιαστικό					
	0	0	C2	μαϊντανός		Ουσιαστικό					
3909	1129	0,019653017	B2	Μάιος		Ουσιαστικό					
2889	1684	0,029314154	B1	μακάρι		Επιφώνημα					
	0	0	C2	μακαρόνια		Ουσιαστικό					
749	8075	0,1405652	A1	μακριά		Επίρρημα					
	0	0	C2	μακριά		Επίθετο					
2689	1856	0,032308237	B1	μακρινός		Επίθετο					
5361	609	0,012957447	C2	μακροπρόθεσμα		Επίρρημα					
5126	762	0,013264481	C2	μακροπρόθεσμος		Επίθετο					
2624	1919	0,033404906	B1	μακροχρόνιος		Επίθετο					
1692	3419	0,059516089	A2	μακρύς		Επίθετο					
2654	1887	0,032847868	B1	μαλακός		Επίθετο					
338	16428	0,285969673	A1	μάλιστα		Επίρρημα					
1485	4000	0,069629821	A2	μαλλί		Ουσιαστικό					
	0	0	C2	μάλλινος		Επίθετο					
335	16489	0,287031528	A1	μάλλον		Επίρρημα					
5117	764	0,013299296	C2	μαλώνω		Ρήμα					
1951	2828	0,049228283	B1	μαμά		Ουσιαστικό					
1312	4557	0,079325773	A2	μάνα		Ουσιαστικό					
	0	0	C2	μανάβης		Ουσιαστικό					
	0	0	C2	μανάβικο		Ουσιαστικό					
3767	1182	0,025148936	B2	μάνατζερ		Ουσιαστικό					
3871	1140	0,019844499	B2	μανία		Ουσιαστικό					
	0	0	C2	μανίκι		Ουσιαστικό					
5343	621	0,015235538	C2	μανιτάρι		Ουσιαστικό					
	0	0	C2	μαντεύω		Ρήμα					
	0	0	C2	μαξιλάρι		Ουσιαστικό					
	0	0	C2	μαργαριτάρι		Ουσιαστικό					
	0	0	C2	μάρκετινγκ		Ουσιαστικό					
3802	1165	0,020279685	B2	μάρμαρο		Ουσιαστικό					
5805	0	0	C2	μαρμελάδα		Ουσιαστικό					
	0	0	C2	μαρξισμός		Ουσιαστικό					
	0	0	C2	Μαρόκο		Ουσιαστικό					
	0	0	C2	μαρούλι		Ουσιαστικό					
3364	1385	0,024109325	B2	Μάρτιος		Ουσιαστικό					
1592	3695	0,064320547	A2	μάρτυρας		Ουσιαστικό					
2270	2304	0,040106777	B1	μαρτυρία		Ουσιαστικό					
5035	780	0,013577815	C2	μαρτύριο		Ουσιαστικό					
3213	1464	0,025484514	B2	μαρτυρώ		Ρήμα					
4352	975	0,016972269	C1	μασάω, μασώ		Ρήμα					
3779	1177	0,020488575	B2	μάσκα		Ουσιαστικό					
	0	0	C2	μάστερ		Ουσιαστικό					
	0	0	C2	μάστορας		Ουσιαστικό					
3979	1102	0,019183016	C1	μαστός		Ουσιαστικό					
	0	0	C2	μάταια		Επίρρημα					
4243	1016	0,017685974	C1	μάταιος		Επίθετο					
5268	661	0,01406383	C2	ματαιώνω		Ρήμα					
382	14937	0,260015157	A1	μάτι		Ουσιαστικό					
1193	5104	0,088847651	A2	ματιά		Ουσιαστικό					
1983	2761	0,048061984	B1	ματς		Ουσιαστικό					
5284	653	0,016020622	C2	ματώνω		Ρήμα					
5403	556	0,013640836	C2	μαυρίζω		Ρήμα					
484	12224	0,212788732	A1	μαύρος		Επίθετο					
3181	1486	0,025867478	B2	μαχαίρι		Ουσιαστικό					
	0	0	C2	μαχαιροπίρουνα		Ουσιαστικό					
	0	0	C2	μαχαιρώνω		Ρήμα					
938	6550	0,114018831	A1	μάχη		Ουσιαστικό					
5433	528	0,012953887	C2	μαχητής		Ουσιαστικό					
4300	995	0,017320418	C1	μαχητικός		Επίθετο					
	0	0	C2	μάχομαι		Ρήμα					
8	723344	12,59157823	A1	με	με λίγα λόγια,σκοπό να,τα χέρια,τον ίδιο τρόπο,το όνομα	Πρόθεση, Έκφραση					
5827	0	0	C2	με 	με αυτόν τον τρόπο	Πρόθεση, Έκφραση					
3426	1346	0,023430435	B2	μεγαλείο		Ουσιαστικό					
5976	0	0	C2	μεγαλοποιώ		Ρήμα					
	0	0	C2	μεγαλοπρεπής		Επίθετο					
30	108405	1,887055174	A1	μεγάλος,-η,-ο	μεγάλος αδελφός, μεγάλη αδελφή	Επίθετο, Έκφραση					
	0	0	C2	μεγαλούπολη		Ουσιαστικό					
	0	0	C2	μεγαλοφυής		Επίθετο					
	0	0	C2	μεγαλύτερος		Επίθετο					
1133	5379	0,093634701	A2	μεγαλώνω		Ρήμα					
1763	3268	0,056887563	A2	μέγας		Επίθετο					
759	7950	0,138389268	A1	μέγεθος		Ουσιαστικό					
	0	0	C2	μέγιστος		Επίθετο					
	0	0	C2	μεζές		Ουσιαστικό					
4755	848	0,018042553	C1	μεθαύριο		Επίρρημα					
4191	1031	0,017947086	C1	μεθοδολογία		Ουσιαστικό					
508	11652	0,202831667	A1	μέθοδος		Ουσιαστικό					
5447	515	0,012634947	C2	μεθυσμένος		Επίθετο					
4339	980	0,017059306	C1	μείγμα		Ουσιαστικό					
	0	0	C2	μείζων		Επίθετο					
5357	611	0,013	C2	μεικτός		Επίθετο					
	0	0	C2	μείον		Επίρρημα					
4098	1064	0,018521532	C1	μειονέκτημα		Ουσιαστικό					
5172	749	0,013038184	C2	μειοψηφία		Ουσιαστικό					
2857	1708	0,036340426	B1	μειωμένος		Επίθετο					
739	8178	0,142358168	A1	μειώνω		Ρήμα					
1159	5266	0,091667659	A2	μείωση		Ουσιαστικό					
5788	0	0	C2	μελάνι		Ουσιαστικό					
	0	0	C2	μελαχρινός		Επίθετο					
410	13893	0,241841774	A1	μελέτη		Ουσιαστικό					
1333	4456	0,07756762	A2	μελετώ		Ρήμα					
3485	1316	0,022908211	B2	μέλι		Ουσιαστικό					
4359	972	0,016920046	C1	μέλισσα		Ουσιαστικό					
636	9468	0,164813785	A1	μέλλον		Ουσιαστικό					
2149	2476	0,043100859	B1	μελλοντικός		Επίθετο					
106	37672	0,65577365	A1	μέλος	μέλος της βουλής	Ουσιαστικό, Έκφραση					
3597	1257	0,021881171	B2	μελωδία		Ουσιαστικό					
	0	0	C2	μεμβράνη		Ουσιαστικό					
4600	895	0,015579672	C1	μεμονωμένος		Επίθετο					
3906	1130	0,019670424	B2	μενού		Ουσιαστικό					
	0	0	C2	μέντορας		Ουσιαστικό					
213	22890	0,398456648	A1	μένω		Ρήμα					
143	31235	0,543721861	A1	μέρα		Ουσιαστικό					
1897	2945	0,051264955	A2	μεριά		Ουσιαστικό					
2850	1715	0,029853786	B1	μερίδα		Ουσιαστικό					
3793	1167	0,0203145	B2	μερίδιο		Ουσιαστικό					
2993	1610	0,028026003	B2	μερικός,-ή,-ό	μερικές φορές	Επίθετο, Έκφραση					
	0	0	C2	μερικώς		Επίρρημα					
	0	0	C2	μεριμνώ		Ρήμα					
127	33366	0,580817148	A1	μέρος		Ουσιαστικό					
55	73611	1,28138018	A1	μέσα		Επίρρημα					
	0	0	C2	μέσα	μέσα μαζικής ενημέρωσης	Έκφραση					
	0	0	C2	μέσα	μέσα σε, μέσα στο νερό	Πρόθεση, Έκφραση					
2711	1831	0,03187305	B1	μεσαίος		Επίθετο					
4484	930	0,016188933	C1	μεσαίωνας		Ουσιαστικό					
3899	1131	0,019687832	B2	μεσαιωνικός		Επίθετο					
5410	548	0,013444565	C2	μεσάνυχτα		Ουσιαστικό					
1300	4613	0,080300591	A2	μέση		Ουσιαστικό					
	0	0	C2	μέση	στη μέση	Επίρρημα					
2251	2329	0,040541963	B1	μεσημέρι		Ουσιαστικό					
5913	0	0	C2	μεσημεριανό		Ουσιαστικό					
	0	0	C2	μεσίτης		Ουσιαστικό					
635	9475	0,164935637	A1	μέσο		Ουσιαστικό					
3338	1400	0,024370437	B2	μεσογειακός		Επίθετο					
	0	0	C2	μεσοδιάστημα		Ουσιαστικό					
	0	0	C2	μεσολαβητής		Ουσιαστικό					
4247	1013	0,021553191	C1	μεσολαβώ		Ρήμα					
596	10230	0,178078266	A1	μέσος,-η,-ο	μέση ηλικία, μέσος όρος	Επίθετο, Έκφραση					
358	15618	0,271869634	A1	μέσω		Επίρρημα					
52	74655	1,299553563	A1	μετά		Πρόθεση					
5953	0	0	C2	μετά	μετά από, μετ' επιστροφής	Έκφραση					
4877	816	0,014204483	C1	μεταβαίνω		Ρήμα					
2988	1612	0,028060818	B2	μεταβάλλω		Ρήμα					
3444	1335	0,023238953	B2	μετάβαση		Ουσιαστικό					
4969	795	0,013838927	C2	μεταβατικός		Επίθετο					
	0	0	C2	μεταβιβάζω		Ρήμα					
4421	946	0,016467453	C1	μεταβίβαση		Ουσιαστικό					
	0	0	C2	μεταβλητή		Ουσιαστικό					
3691	1210	0,021063021	B2	μεταβλητός		Επίθετο					
2074	2604	0,045329013	B1	μεταβολή		Ουσιαστικό					
4173	1039	0,018086346	C1	μεταγενέστερος		Επίθετο					
1957	2807	0,048862727	B1	μεταδίδω		Ρήμα					
2418	2131	0,037095287	B1	μετάδοση		Ουσιαστικό					
5363	607	0,014892064	C2	μετάθεση		Ουσιαστικό					
4006	1094	0,023276596	C1	μεταθέτω		Ρήμα					
2566	1978	0,034431946	B1	μετακίνηση		Ουσιαστικό					
	0	0	C2	μετακινούμαι		Ρήμα					
2893	1682	0,02927934	B1	μετακινώ		Ρήμα					
5413	545	0,013370963	C2	μετακομίζω		Ρήμα					
2395	2154	0,037495658	B1	μεταλλικός		Επίθετο					
4417	948	0,016502267	C1	μετάλλιο		Ουσιαστικό					
2723	1818	0,031646753	B1	μέταλλο		Ουσιαστικό					
3737	1193	0,020767094	B2	μεταμορφώνω		Ρήμα					
